text,intent,satisfaction_score
"This is urgent. I can't make my appointment, cancel it",cancel_appointment,2.019
I have a sore throat and swollen glands Please respond ASAP.,symptom_check,0.235
Can I schedule a checkup for next week I'm very worried.,book_appointment,0.000
Requesting a refill for my meds I'm very worried.,prescription_refill,0.000
I have a question about my medical bill Thank you!,billing_query,7.936
I'm very worried. I need to book an appointment with my primary care doctor,book_appointment,2.704
"I've had a fever and cough for two days, what should I do",symptom_check,3.549
I need to cancel my appointment tomorrow Okay.,cancel_appointment,6.370
Thank you! I want to know the outcome of my recent labs,lab_results,8.297
Why was I charged for that visit,billing_query,5.697
I need a refill for my blood pressure medication Whenever possible.,prescription_refill,6.488
Please cancel my visit with Dr. Smith Thank you!,cancel_appointment,8.480
Can I schedule a checkup for next week Whenever possible.,book_appointment,5.401
I have a question about my medical bill,billing_query,4.754
I'm experiencing chest pain and shortness of breath 🙂,symptom_check,7.183
Cancel my scheduled appointment This is urgent.,cancel_appointment,1.263
Requesting a refill for my meds Thank you!,prescription_refill,8.580
"I can't make my appointment, cancel it Thank you!",cancel_appointment,8.979
Can I schedule a checkup for next week Much appreciated.,book_appointment,8.512
"🙂 My child has a rash and a fever, is this serious",symptom_check,9.746
"Not happy with the delay. My child has a rash and a fever, is this serious",symptom_check,2.939
Much appreciated. I'm experiencing chest pain and shortness of breath,symptom_check,7.726
Can you send me my blood test results No rush.,lab_results,5.329
"Not happy with the delay. I've had a fever and cough for two days, what should I do",symptom_check,0.027
I need help with a billing dispute,billing_query,5.740
I need to book an appointment with my primary care doctor This is urgent.,book_appointment,3.005
This is urgent. Have my lab results come in yet,lab_results,1.404
Please process my prescription refill Thank you!,prescription_refill,8.727
This is urgent. I'm experiencing chest pain and shortness of breath,symptom_check,0.163
Why was I charged for that visit Whenever possible.,billing_query,4.292
"I'm very worried. My child has a rash and a fever, is this serious",symptom_check,2.418
I want to know the outcome of my recent labs Please respond ASAP.,lab_results,0.793
"Please respond ASAP. I can't make my appointment, cancel it",cancel_appointment,2.244
Please respond ASAP. I need help with a billing dispute,billing_query,3.568
Can I schedule a checkup for next week No rush.,book_appointment,5.714
I need to cancel my appointment tomorrow Much appreciated.,cancel_appointment,7.970
Not happy with the delay. Have my lab results come in yet,lab_results,1.966
Thank you! I need help with a billing dispute,billing_query,9.796
I need to cancel my appointment tomorrow Thank you!,cancel_appointment,8.639
Much appreciated. I have a sore throat and swollen glands,symptom_check,9.426
Thank you! Can you send me my blood test results,lab_results,8.122
I'm experiencing chest pain and shortness of breath I'm very worried.,symptom_check,2.395
I want to see a doctor about a routine visit No rush.,book_appointment,4.928
Please respond ASAP. Please process my prescription refill,prescription_refill,2.839
I want to know the outcome of my recent labs Not happy with the delay.,lab_results,0.633
Can I schedule a checkup for next week Please respond ASAP.,book_appointment,3.336
Cancel my scheduled appointment,cancel_appointment,4.223
I want to see a doctor about a routine visit Please respond ASAP.,book_appointment,0.449
Requesting a refill for my meds Not happy with the delay.,prescription_refill,1.497
Please explain this insurance charge Much appreciated.,billing_query,7.767
I want to know the outcome of my recent labs Much appreciated.,lab_results,8.932
🙂 Cancel my scheduled appointment,cancel_appointment,9.344
Not happy with the delay. I want to know the outcome of my recent labs,lab_results,1.298
"I can't make my appointment, cancel it 🙂",cancel_appointment,9.648
I need a refill for my blood pressure medication Okay.,prescription_refill,2.960
"That helps, thanks. Have my lab results come in yet",lab_results,8.970
No rush. I need to book an appointment with my primary care doctor,book_appointment,4.731
I need to cancel my appointment tomorrow Thank you!,cancel_appointment,9.732
I need help with a billing dispute 🙂,billing_query,9.716
I need help with a billing dispute Not happy with the delay.,billing_query,1.994
This is urgent. I want to see a doctor about a routine visit,book_appointment,3.112
"I have a sore throat and swollen glands That helps, thanks.",symptom_check,8.426
Not happy with the delay. I want to see a doctor about a routine visit,book_appointment,2.011
Can I schedule a checkup for next week,book_appointment,3.587
"My child has a rash and a fever, is this serious That helps, thanks.",symptom_check,8.381
Can you refill my prescription for insulin Please respond ASAP.,prescription_refill,2.893
"I can't make my appointment, cancel it No rush.",cancel_appointment,4.923
"🙂 My child has a rash and a fever, is this serious",symptom_check,9.072
Okay. Can I schedule a checkup for next week,book_appointment,5.292
I'm very worried. Please process my prescription refill,prescription_refill,1.442
I'm experiencing chest pain and shortness of breath No rush.,symptom_check,4.582
🙂 Please process my prescription refill,prescription_refill,8.855
I have a sore throat and swollen glands Whenever possible.,symptom_check,4.501
Cancel my scheduled appointment Please respond ASAP.,cancel_appointment,0.546
I'm very worried. Why was I charged for that visit,billing_query,0.000
Please explain this insurance charge Not happy with the delay.,billing_query,2.950
Book an appointment for a physical exam I'm very worried.,book_appointment,0.000
Please process my prescription refill I'm very worried.,prescription_refill,2.730
"I've had a fever and cough for two days, what should I do Okay.",symptom_check,5.385
This is urgent. I want to know the outcome of my recent labs,lab_results,3.590
🙂 Can you send me my blood test results,lab_results,9.923
"I've had a fever and cough for two days, what should I do",symptom_check,4.454
I need to book an appointment with my primary care doctor Much appreciated.,book_appointment,8.067
Cancel my scheduled appointment Much appreciated.,cancel_appointment,9.056
I need a refill for my blood pressure medication Whenever possible.,prescription_refill,6.104
Whenever possible. Cancel my scheduled appointment,cancel_appointment,4.857
I need help with a billing dispute This is urgent.,billing_query,1.381
I'm very worried. I need to cancel my appointment tomorrow,cancel_appointment,1.882
I need to book an appointment with my primary care doctor,book_appointment,5.813
Whenever possible. Please process my prescription refill,prescription_refill,6.266
Cancel my scheduled appointment I'm very worried.,cancel_appointment,1.126
Thank you! Can you refill my prescription for insulin,prescription_refill,10.000
"Requesting a refill for my meds That helps, thanks.",prescription_refill,9.321
This is urgent. I need a refill for my blood pressure medication,prescription_refill,1.067
"I want to see a doctor about a routine visit That helps, thanks.",book_appointment,9.961
I need a refill for my blood pressure medication Much appreciated.,prescription_refill,7.873
Please explain this insurance charge No rush.,billing_query,6.303
Have my lab results come in yet Okay.,lab_results,6.633
Please respond ASAP. Please cancel my visit with Dr. Smith,cancel_appointment,2.909
Book an appointment for a physical exam Okay.,book_appointment,6.952
"My child has a rash and a fever, is this serious Not happy with the delay.",symptom_check,1.397
Please process my prescription refill Thank you!,prescription_refill,9.078
I have a sore throat and swollen glands Much appreciated.,symptom_check,7.196
Not happy with the delay. Please process my prescription refill,prescription_refill,3.377
"No rush. I've had a fever and cough for two days, what should I do",symptom_check,5.380
"Thank you! I've had a fever and cough for two days, what should I do",symptom_check,7.612
Requesting a refill for my meds Whenever possible.,prescription_refill,4.821
Please explain this insurance charge,billing_query,5.841
Why was I charged for that visit Not happy with the delay.,billing_query,3.329
"That helps, thanks. Book an appointment for a physical exam",book_appointment,9.085
"I can't make my appointment, cancel it Okay.",cancel_appointment,4.237
Can you refill my prescription for insulin Thank you!,prescription_refill,9.411
"I'm very worried. I've had a fever and cough for two days, what should I do",symptom_check,2.097
Please respond ASAP. I need to cancel my appointment tomorrow,cancel_appointment,0.528
Please respond ASAP. I need to cancel my appointment tomorrow,cancel_appointment,3.494
Can I schedule a checkup for next week Please respond ASAP.,book_appointment,1.515
I need a refill for my blood pressure medication 🙂,prescription_refill,9.495
I have a sore throat and swollen glands Thank you!,symptom_check,8.772
Can you refill my prescription for insulin I'm very worried.,prescription_refill,0.000
Thank you! Can you refill my prescription for insulin,prescription_refill,9.154
I need help with a billing dispute Not happy with the delay.,billing_query,1.039
No rush. Please process my prescription refill,prescription_refill,6.225
Okay. Please explain this insurance charge,billing_query,5.265
I want to know the outcome of my recent labs Okay.,lab_results,6.097
I'm experiencing chest pain and shortness of breath,symptom_check,4.210
Please process my prescription refill,prescription_refill,4.690
No rush. I have a question about my medical bill,billing_query,5.099
I need a refill for my blood pressure medication,prescription_refill,6.301
I'm experiencing chest pain and shortness of breath No rush.,symptom_check,6.035
I want to know the outcome of my recent labs,lab_results,5.259
"My child has a rash and a fever, is this serious 🙂",symptom_check,8.712
Thank you! Can you refill my prescription for insulin,prescription_refill,8.578
No rush. Can you refill my prescription for insulin,prescription_refill,5.722
Please process my prescription refill Thank you!,prescription_refill,9.316
Requesting a refill for my meds Please respond ASAP.,prescription_refill,2.573
I need to book an appointment with my primary care doctor Not happy with the delay.,book_appointment,0.584
"That helps, thanks. I want to see a doctor about a routine visit",book_appointment,9.309
🙂 I need to book an appointment with my primary care doctor,book_appointment,9.071
Whenever possible. I have a question about my medical bill,billing_query,3.370
Please process my prescription refill I'm very worried.,prescription_refill,2.620
Can I schedule a checkup for next week No rush.,book_appointment,6.644
Requesting a refill for my meds This is urgent.,prescription_refill,2.904
I have a question about my medical bill Not happy with the delay.,billing_query,2.749
I have a sore throat and swollen glands Please respond ASAP.,symptom_check,1.086
Please respond ASAP. I want to see a doctor about a routine visit,book_appointment,3.571
I'm experiencing chest pain and shortness of breath Much appreciated.,symptom_check,9.043
"Can I schedule a checkup for next week That helps, thanks.",book_appointment,6.836
Can I schedule a checkup for next week This is urgent.,book_appointment,0.000
Not happy with the delay. I have a question about my medical bill,billing_query,0.558
"I can't make my appointment, cancel it Whenever possible.",cancel_appointment,5.819
Not happy with the delay. I have a question about my medical bill,billing_query,3.480
I'm experiencing chest pain and shortness of breath 🙂,symptom_check,10.000
This is urgent. Are my test results available,lab_results,2.029
I have a question about my medical bill No rush.,billing_query,3.610
Please cancel my visit with Dr. Smith Thank you!,cancel_appointment,8.618
🙂 Why was I charged for that visit,billing_query,8.073
Have my lab results come in yet 🙂,lab_results,10.000
Cancel my scheduled appointment Okay.,cancel_appointment,7.068
No rush. Requesting a refill for my meds,prescription_refill,6.895
I have a question about my medical bill Much appreciated.,billing_query,8.742
"I can't make my appointment, cancel it Thank you!",cancel_appointment,8.881
Have my lab results come in yet Thank you!,lab_results,8.414
"My child has a rash and a fever, is this serious Please respond ASAP.",symptom_check,0.463
I have a question about my medical bill I'm very worried.,billing_query,0.524
Can you refill my prescription for insulin I'm very worried.,prescription_refill,1.568
"I've had a fever and cough for two days, what should I do Please respond ASAP.",symptom_check,0.000
"Please process my prescription refill That helps, thanks.",prescription_refill,9.283
I want to know the outcome of my recent labs I'm very worried.,lab_results,0.101
"Book an appointment for a physical exam That helps, thanks.",book_appointment,7.996
Please respond ASAP. Can you refill my prescription for insulin,prescription_refill,2.699
Cancel my scheduled appointment I'm very worried.,cancel_appointment,2.808
I'm experiencing chest pain and shortness of breath I'm very worried.,symptom_check,1.476
"Are my test results available That helps, thanks.",lab_results,9.519
"My child has a rash and a fever, is this serious",symptom_check,4.556
I need help with a billing dispute 🙂,billing_query,8.746
"That helps, thanks. Please process my prescription refill",prescription_refill,6.517
I'm very worried. I need a refill for my blood pressure medication,prescription_refill,0.490
Thank you! I need a refill for my blood pressure medication,prescription_refill,8.639
I need help with a billing dispute,billing_query,5.133
Not happy with the delay. Please explain this insurance charge,billing_query,0.096
"I can't make my appointment, cancel it",cancel_appointment,7.006
I want to know the outcome of my recent labs Okay.,lab_results,5.011
I want to know the outcome of my recent labs Please respond ASAP.,lab_results,1.764
Much appreciated. Please cancel my visit with Dr. Smith,cancel_appointment,8.424
I want to know the outcome of my recent labs This is urgent.,lab_results,0.683
Book an appointment for a physical exam Not happy with the delay.,book_appointment,2.444
Can you send me my blood test results,lab_results,4.711
🙂 I need a refill for my blood pressure medication,prescription_refill,8.141
I need to book an appointment with my primary care doctor Please respond ASAP.,book_appointment,2.225
Not happy with the delay. I have a sore throat and swollen glands,symptom_check,3.629
No rush. Can you refill my prescription for insulin,prescription_refill,4.791
Book an appointment for a physical exam,book_appointment,4.335
"I can't make my appointment, cancel it Whenever possible.",cancel_appointment,4.490
I have a sore throat and swollen glands Whenever possible.,symptom_check,4.381
Whenever possible. I want to know the outcome of my recent labs,lab_results,6.355
Thank you! Can you refill my prescription for insulin,prescription_refill,10.000
I want to see a doctor about a routine visit 🙂,book_appointment,7.867
I'm experiencing chest pain and shortness of breath,symptom_check,4.765
"I want to know the outcome of my recent labs That helps, thanks.",lab_results,6.843
I'm experiencing chest pain and shortness of breath Please respond ASAP.,symptom_check,2.006
I need help with a billing dispute Thank you!,billing_query,9.336
"This is urgent. My child has a rash and a fever, is this serious",symptom_check,0.000
Please explain this insurance charge,billing_query,4.602
Cancel my scheduled appointment This is urgent.,cancel_appointment,0.000
Book an appointment for a physical exam Whenever possible.,book_appointment,4.341
I need to book an appointment with my primary care doctor I'm very worried.,book_appointment,3.403
I'm experiencing chest pain and shortness of breath Thank you!,symptom_check,9.411
Whenever possible. I'm experiencing chest pain and shortness of breath,symptom_check,7.207
"I've had a fever and cough for two days, what should I do",symptom_check,4.856
I'm very worried. I want to see a doctor about a routine visit,book_appointment,0.901
"I've had a fever and cough for two days, what should I do Please respond ASAP.",symptom_check,3.339
Can you send me my blood test results Please respond ASAP.,lab_results,2.479
"I need help with a billing dispute That helps, thanks.",billing_query,8.304
Please respond ASAP. Please explain this insurance charge,billing_query,2.038
I have a sore throat and swollen glands Please respond ASAP.,symptom_check,2.228
I want to know the outcome of my recent labs,lab_results,6.093
Please process my prescription refill 🙂,prescription_refill,7.454
Can you refill my prescription for insulin,prescription_refill,5.416
Cancel my scheduled appointment,cancel_appointment,5.190
Are my test results available,lab_results,6.274
"I can't make my appointment, cancel it No rush.",cancel_appointment,5.758
Requesting a refill for my meds Whenever possible.,prescription_refill,4.931
"No rush. My child has a rash and a fever, is this serious",symptom_check,3.284
Can you refill my prescription for insulin This is urgent.,prescription_refill,1.781
🙂 I want to know the outcome of my recent labs,lab_results,10.000
🙂 I have a sore throat and swollen glands,symptom_check,8.362
This is urgent. Can you send me my blood test results,lab_results,1.185
🙂 Please cancel my visit with Dr. Smith,cancel_appointment,8.540
Thank you! Can I schedule a checkup for next week,book_appointment,7.489
Not happy with the delay. I need to cancel my appointment tomorrow,cancel_appointment,1.644
"I have a question about my medical bill That helps, thanks.",billing_query,8.015
"Please explain this insurance charge That helps, thanks.",billing_query,8.126
Whenever possible. Can you refill my prescription for insulin,prescription_refill,6.862
"I've had a fever and cough for two days, what should I do",symptom_check,5.625
"Are my test results available That helps, thanks.",lab_results,8.725
Please cancel my visit with Dr. Smith Whenever possible.,cancel_appointment,7.198
Please respond ASAP. I want to see a doctor about a routine visit,book_appointment,2.855
Please explain this insurance charge Thank you!,billing_query,8.437
I'm very worried. I need to book an appointment with my primary care doctor,book_appointment,2.580
Please explain this insurance charge Much appreciated.,billing_query,7.620
"I can't make my appointment, cancel it Please respond ASAP.",cancel_appointment,2.112
Please respond ASAP. Please explain this insurance charge,billing_query,2.119
Okay. Requesting a refill for my meds,prescription_refill,5.445
I'm experiencing chest pain and shortness of breath Please respond ASAP.,symptom_check,1.559
Please cancel my visit with Dr. Smith Not happy with the delay.,cancel_appointment,0.000
Have my lab results come in yet This is urgent.,lab_results,3.676
I'm very worried. Why was I charged for that visit,billing_query,1.938
Please explain this insurance charge 🙂,billing_query,9.091
I want to know the outcome of my recent labs Please respond ASAP.,lab_results,0.000
Can I schedule a checkup for next week Not happy with the delay.,book_appointment,1.788
Not happy with the delay. Can you send me my blood test results,lab_results,0.476
I'm experiencing chest pain and shortness of breath No rush.,symptom_check,4.882
Are my test results available,lab_results,5.700
I'm experiencing chest pain and shortness of breath Please respond ASAP.,symptom_check,1.123
Not happy with the delay. I have a question about my medical bill,billing_query,0.000
Are my test results available Whenever possible.,lab_results,4.944
No rush. Why was I charged for that visit,billing_query,5.653
Book an appointment for a physical exam,book_appointment,6.646
I'm very worried. Can I schedule a checkup for next week,book_appointment,0.773
No rush. I need to book an appointment with my primary care doctor,book_appointment,3.713
Requesting a refill for my meds Not happy with the delay.,prescription_refill,3.803
I need to cancel my appointment tomorrow Not happy with the delay.,cancel_appointment,1.912
I have a question about my medical bill Much appreciated.,billing_query,6.414
"I can't make my appointment, cancel it Thank you!",cancel_appointment,8.376
Please explain this insurance charge This is urgent.,billing_query,4.477
I need to book an appointment with my primary care doctor Much appreciated.,book_appointment,10.000
Can I schedule a checkup for next week I'm very worried.,book_appointment,0.110
Cancel my scheduled appointment Whenever possible.,cancel_appointment,5.177
I'm very worried. Requesting a refill for my meds,prescription_refill,2.973
I need help with a billing dispute Please respond ASAP.,billing_query,2.587
I need a refill for my blood pressure medication Thank you!,prescription_refill,9.344
I want to see a doctor about a routine visit Please respond ASAP.,book_appointment,2.130
"Whenever possible. I can't make my appointment, cancel it",cancel_appointment,3.373
Have my lab results come in yet Not happy with the delay.,lab_results,0.637
Not happy with the delay. I want to know the outcome of my recent labs,lab_results,2.632
Much appreciated. Have my lab results come in yet,lab_results,8.179
Please cancel my visit with Dr. Smith,cancel_appointment,4.877
Can I schedule a checkup for next week Much appreciated.,book_appointment,9.846
Please process my prescription refill Much appreciated.,prescription_refill,7.176
Please explain this insurance charge Much appreciated.,billing_query,7.784
"Are my test results available That helps, thanks.",lab_results,9.741
I'm very worried. Why was I charged for that visit,billing_query,1.054
Have my lab results come in yet Whenever possible.,lab_results,5.193
I want to see a doctor about a routine visit I'm very worried.,book_appointment,0.000
Please process my prescription refill Much appreciated.,prescription_refill,8.630
"I've had a fever and cough for two days, what should I do This is urgent.",symptom_check,2.629
I want to know the outcome of my recent labs This is urgent.,lab_results,1.980
Not happy with the delay. Are my test results available,lab_results,2.451
This is urgent. I have a question about my medical bill,billing_query,1.006
Book an appointment for a physical exam I'm very worried.,book_appointment,0.200
Please respond ASAP. Have my lab results come in yet,lab_results,0.300
I need to cancel my appointment tomorrow,cancel_appointment,3.963
I need help with a billing dispute Please respond ASAP.,billing_query,1.263
I have a sore throat and swollen glands I'm very worried.,symptom_check,0.316
I'm experiencing chest pain and shortness of breath,symptom_check,4.481
I have a question about my medical bill This is urgent.,billing_query,0.398
"My child has a rash and a fever, is this serious Not happy with the delay.",symptom_check,3.002
Not happy with the delay. I need help with a billing dispute,billing_query,0.301
"I'm very worried. I've had a fever and cough for two days, what should I do",symptom_check,0.669
Please explain this insurance charge Not happy with the delay.,billing_query,0.441
"That helps, thanks. Are my test results available",lab_results,7.735
Thank you! I want to know the outcome of my recent labs,lab_results,9.114
Cancel my scheduled appointment Okay.,cancel_appointment,4.529
Much appreciated. I have a sore throat and swollen glands,symptom_check,7.866
I want to see a doctor about a routine visit This is urgent.,book_appointment,1.827
Cancel my scheduled appointment Not happy with the delay.,cancel_appointment,3.450
Not happy with the delay. Have my lab results come in yet,lab_results,2.177
Have my lab results come in yet,lab_results,5.420
"My child has a rash and a fever, is this serious Thank you!",symptom_check,9.467
I want to know the outcome of my recent labs This is urgent.,lab_results,4.221
Please process my prescription refill Please respond ASAP.,prescription_refill,1.863
Thank you! Please cancel my visit with Dr. Smith,cancel_appointment,8.203
"My child has a rash and a fever, is this serious",symptom_check,6.018
This is urgent. I have a sore throat and swollen glands,symptom_check,3.243
"Not happy with the delay. I can't make my appointment, cancel it",cancel_appointment,1.499
Whenever possible. I have a question about my medical bill,billing_query,4.730
Thank you! I want to know the outcome of my recent labs,lab_results,8.434
Requesting a refill for my meds,prescription_refill,5.982
Please respond ASAP. I need to cancel my appointment tomorrow,cancel_appointment,2.805
Please process my prescription refill This is urgent.,prescription_refill,2.587
Can you send me my blood test results I'm very worried.,lab_results,3.091
🙂 I need a refill for my blood pressure medication,prescription_refill,8.091
Are my test results available,lab_results,4.522
"This is urgent. I've had a fever and cough for two days, what should I do",symptom_check,0.348
I need to cancel my appointment tomorrow No rush.,cancel_appointment,5.205
Why was I charged for that visit Much appreciated.,billing_query,8.511
Are my test results available Okay.,lab_results,6.655
Much appreciated. Cancel my scheduled appointment,cancel_appointment,8.165
I have a question about my medical bill Please respond ASAP.,billing_query,3.069
Please respond ASAP. Book an appointment for a physical exam,book_appointment,3.200
Cancel my scheduled appointment I'm very worried.,cancel_appointment,0.917
I need a refill for my blood pressure medication No rush.,prescription_refill,4.540
Book an appointment for a physical exam 🙂,book_appointment,8.619
"No rush. I've had a fever and cough for two days, what should I do",symptom_check,4.586
"That helps, thanks. I need a refill for my blood pressure medication",prescription_refill,6.655
Book an appointment for a physical exam,book_appointment,4.651
No rush. I need a refill for my blood pressure medication,prescription_refill,4.357
"No rush. I've had a fever and cough for two days, what should I do",symptom_check,3.354
Not happy with the delay. Requesting a refill for my meds,prescription_refill,3.105
"Please respond ASAP. I can't make my appointment, cancel it",cancel_appointment,2.455
Please explain this insurance charge Thank you!,billing_query,8.583
Can you refill my prescription for insulin,prescription_refill,5.562
I'm very worried. I need help with a billing dispute,billing_query,1.859
"🙂 My child has a rash and a fever, is this serious",symptom_check,7.794
Please respond ASAP. Can you refill my prescription for insulin,prescription_refill,1.107
I want to know the outcome of my recent labs 🙂,lab_results,8.931
I want to know the outcome of my recent labs 🙂,lab_results,9.015
Please respond ASAP. Book an appointment for a physical exam,book_appointment,3.016
Cancel my scheduled appointment Please respond ASAP.,cancel_appointment,0.785
"I've had a fever and cough for two days, what should I do",symptom_check,5.286
Okay. I need to book an appointment with my primary care doctor,book_appointment,5.568
I want to see a doctor about a routine visit Thank you!,book_appointment,8.874
🙂 Please explain this insurance charge,billing_query,7.214
Whenever possible. Can you refill my prescription for insulin,prescription_refill,5.547
Much appreciated. Can you send me my blood test results,lab_results,9.619
I have a sore throat and swollen glands No rush.,symptom_check,5.348
Please explain this insurance charge Thank you!,billing_query,10.000
Book an appointment for a physical exam Much appreciated.,book_appointment,8.062
Are my test results available No rush.,lab_results,4.558
Can I schedule a checkup for next week Okay.,book_appointment,5.465
Please cancel my visit with Dr. Smith I'm very worried.,cancel_appointment,1.202
I have a question about my medical bill,billing_query,5.071
Can I schedule a checkup for next week Not happy with the delay.,book_appointment,2.553
Requesting a refill for my meds Okay.,prescription_refill,4.454
I have a sore throat and swollen glands No rush.,symptom_check,6.457
Please respond ASAP. Can you send me my blood test results,lab_results,2.495
"I can't make my appointment, cancel it Not happy with the delay.",cancel_appointment,3.083
Requesting a refill for my meds,prescription_refill,5.741
Can you send me my blood test results Much appreciated.,lab_results,8.752
Please process my prescription refill I'm very worried.,prescription_refill,1.437
I need to book an appointment with my primary care doctor Please respond ASAP.,book_appointment,3.175
Please process my prescription refill No rush.,prescription_refill,4.102
Please cancel my visit with Dr. Smith I'm very worried.,cancel_appointment,1.886
I'm very worried. Please explain this insurance charge,billing_query,2.529
I need a refill for my blood pressure medication This is urgent.,prescription_refill,2.538
"That helps, thanks. I have a sore throat and swollen glands",symptom_check,8.548
I need to cancel my appointment tomorrow Whenever possible.,cancel_appointment,3.971
"I want to see a doctor about a routine visit That helps, thanks.",book_appointment,8.840
"I've had a fever and cough for two days, what should I do Much appreciated.",symptom_check,8.351
No rush. Can I schedule a checkup for next week,book_appointment,2.938
Much appreciated. I need help with a billing dispute,billing_query,8.219
I want to know the outcome of my recent labs I'm very worried.,lab_results,2.193
Much appreciated. Can you refill my prescription for insulin,prescription_refill,6.820
Can you refill my prescription for insulin Much appreciated.,prescription_refill,8.961
Please process my prescription refill,prescription_refill,4.051
No rush. I want to see a doctor about a routine visit,book_appointment,6.493
Please respond ASAP. Have my lab results come in yet,lab_results,4.750
"My child has a rash and a fever, is this serious I'm very worried.",symptom_check,2.398
Whenever possible. Why was I charged for that visit,billing_query,6.034
I need a refill for my blood pressure medication No rush.,prescription_refill,5.243
I'm very worried. I want to see a doctor about a routine visit,book_appointment,4.465
Cancel my scheduled appointment Whenever possible.,cancel_appointment,5.525
Cancel my scheduled appointment This is urgent.,cancel_appointment,4.272
This is urgent. I'm experiencing chest pain and shortness of breath,symptom_check,1.099
"Whenever possible. I've had a fever and cough for two days, what should I do",symptom_check,5.389
"That helps, thanks. I have a sore throat and swollen glands",symptom_check,8.033
"My child has a rash and a fever, is this serious 🙂",symptom_check,8.384
I need to book an appointment with my primary care doctor Please respond ASAP.,book_appointment,0.359
"This is urgent. I can't make my appointment, cancel it",cancel_appointment,2.933
Why was I charged for that visit Okay.,billing_query,4.818
Okay. Have my lab results come in yet,lab_results,4.764
Have my lab results come in yet Not happy with the delay.,lab_results,3.191
Whenever possible. Why was I charged for that visit,billing_query,3.869
I'm very worried. I have a question about my medical bill,billing_query,0.271
🙂 I need help with a billing dispute,billing_query,9.431
No rush. Please cancel my visit with Dr. Smith,cancel_appointment,6.344
Cancel my scheduled appointment This is urgent.,cancel_appointment,0.000
Much appreciated. Can you send me my blood test results,lab_results,9.250
I need to cancel my appointment tomorrow,cancel_appointment,4.186
I need to cancel my appointment tomorrow Not happy with the delay.,cancel_appointment,1.062
Cancel my scheduled appointment Okay.,cancel_appointment,4.948
"That helps, thanks. Please explain this insurance charge",billing_query,10.000
Requesting a refill for my meds This is urgent.,prescription_refill,3.421
Whenever possible. Have my lab results come in yet,lab_results,4.430
I want to see a doctor about a routine visit Okay.,book_appointment,5.020
Whenever possible. Book an appointment for a physical exam,book_appointment,6.411
Why was I charged for that visit Whenever possible.,billing_query,5.411
Please respond ASAP. Please cancel my visit with Dr. Smith,cancel_appointment,1.003
Much appreciated. I have a sore throat and swollen glands,symptom_check,10.000
Please cancel my visit with Dr. Smith I'm very worried.,cancel_appointment,1.784
Book an appointment for a physical exam This is urgent.,book_appointment,0.000
Not happy with the delay. I want to know the outcome of my recent labs,lab_results,0.785
Can you send me my blood test results Not happy with the delay.,lab_results,2.551
Are my test results available This is urgent.,lab_results,1.271
I'm experiencing chest pain and shortness of breath Not happy with the delay.,symptom_check,0.420
🙂 Please process my prescription refill,prescription_refill,8.432
Can you refill my prescription for insulin Whenever possible.,prescription_refill,4.069
Thank you! I have a sore throat and swollen glands,symptom_check,10.000
"I need to book an appointment with my primary care doctor That helps, thanks.",book_appointment,8.453
I need a refill for my blood pressure medication,prescription_refill,6.403
Whenever possible. Can I schedule a checkup for next week,book_appointment,4.636
Thank you! I need a refill for my blood pressure medication,prescription_refill,8.625
Much appreciated. Are my test results available,lab_results,9.027
Please cancel my visit with Dr. Smith Okay.,cancel_appointment,6.500
Please process my prescription refill 🙂,prescription_refill,9.436
I'm very worried. I need to book an appointment with my primary care doctor,book_appointment,1.858
Please respond ASAP. Requesting a refill for my meds,prescription_refill,0.529
Please respond ASAP. Requesting a refill for my meds,prescription_refill,3.410
"My child has a rash and a fever, is this serious Not happy with the delay.",symptom_check,2.117
Please respond ASAP. Can you send me my blood test results,lab_results,1.687
No rush. I need help with a billing dispute,billing_query,5.437
Thank you! I need to book an appointment with my primary care doctor,book_appointment,8.755
No rush. Are my test results available,lab_results,4.760
Whenever possible. I have a question about my medical bill,billing_query,5.331
I'm experiencing chest pain and shortness of breath This is urgent.,symptom_check,0.357
Are my test results available 🙂,lab_results,7.401
I want to know the outcome of my recent labs Not happy with the delay.,lab_results,2.443
Not happy with the delay. I need to book an appointment with my primary care doctor,book_appointment,2.012
Can you send me my blood test results Much appreciated.,lab_results,8.276
Thank you! I have a sore throat and swollen glands,symptom_check,8.122
Whenever possible. Requesting a refill for my meds,prescription_refill,5.097
Cancel my scheduled appointment Okay.,cancel_appointment,6.210
Book an appointment for a physical exam Okay.,book_appointment,6.008
🙂 Requesting a refill for my meds,prescription_refill,7.791
Please cancel my visit with Dr. Smith Okay.,cancel_appointment,6.299
I have a sore throat and swollen glands Please respond ASAP.,symptom_check,1.209
"Cancel my scheduled appointment That helps, thanks.",cancel_appointment,9.239
"I have a question about my medical bill That helps, thanks.",billing_query,8.932
I need help with a billing dispute,billing_query,5.583
Cancel my scheduled appointment 🙂,cancel_appointment,9.902
Cancel my scheduled appointment Not happy with the delay.,cancel_appointment,3.463
I want to know the outcome of my recent labs Thank you!,lab_results,7.256
Please respond ASAP. Why was I charged for that visit,billing_query,0.000
I need to book an appointment with my primary care doctor No rush.,book_appointment,4.785
I need to book an appointment with my primary care doctor 🙂,book_appointment,8.637
No rush. Are my test results available,lab_results,5.347
Please cancel my visit with Dr. Smith,cancel_appointment,3.905
Why was I charged for that visit Please respond ASAP.,billing_query,1.676
